Species,Region,Habitat,Weather_Condition,Migration_Reason,Start_Latitude,Start_Longitude,End_Latitude,End_Longitude,Flight_Distance_km,Flight_Duration_hours,Average_Speed_kmph,Max_Altitude_m,Min_Altitude_m,Temperature_C,Wind_Speed_kmph,Humidity_%,Pressure_hPa,Visibility_km,Nesting_Success,Tag_Battery_Level_%,Migration_Start_Month,Migration_End_Month,Rest_Stops,Predator_Sightings,Migrated_in_Flock,Flock_Size,Food_Supply_Level,Tracking_Quality,Migration_Interrupted,Interrupted_Reason,Migration_Success,Recovery_Location_Known,Recovery_Time_days,Origin,Food_Supply_Num,Flock_Size_Band,Flock_Size_Num,Flight_Distance_Category,Speed_Category,Altitude_Category,Temperature_Category,Wind_Speed_Category,Visibility_Category,Humidity_Category,Migration_Success_Num,Food_Flock_Interaction,Path,Migration_Behavior_Cluster,Cluster
Ruby-throated Hummingbird,Africa,Wetland,Cloudy,Climate,-18.8178,-7.7031,-24.4399,-4.249,4150.48,70.86,60.23,2168.21,1275.71,23.98,30.12,43.56,1019.34,11.88,Unsuccessful,57.51,7,9,5,4,No,1,High,Poor,No,,Successful,Yes,6.554127657670965,Southern,3,Solo,1,Long,Moderate,Medium,Warm,High,Good,Moderate,1,3,"-18.82,-7.7 -> -24.44,-4.25",Balanced,0
Ruby-throated Hummingbird,Europe,Wetland,Cloudy,Shelter,15.9153,-154.442,10.2388,-138.7186,916.53,15.31,49.0,3048.96,2746.76,28.85,20.33,48.76,1033.62,24.34,Unsuccessful,70.71,1,4,4,1,No,1,High,Good,No,,Successful,Yes,4.888707831454568,Central,3,Solo,1,Short,Moderate,High,Warm,Moderate,Excellent,Moderate,1,3,"15.92,-154.44 -> 10.24,-138.72",Balanced,0
Ruby-throated Hummingbird,Asia,Wetland,Windy,Shelter,7.1213,54.1112,6.3805,30.2159,2123.64,52.11,44.4,1777.24,1260.37,-1.92,18.9,92.59,1010.12,7.7,Successful,81.43,12,4,5,4,No,1,Low,Excellent,Yes,Lost Signal,Unsuccessful,No,,Eastern,1,Solo,1,Medium,Moderate,Medium,Cold,Moderate,Low,Very High,0,1,"7.12,54.11 -> 6.38,30.22",Balanced,0
Monarch Butterfly,North America,Forest,Stormy,Shelter,8.7531,1.6258,9.8386,-23.5621,3832.82,106.68,35.45,1940.7,1507.66,3.26,24.92,70.6,1044.78,4.79,Unsuccessful,63.81,10,12,3,0,Yes,22,High,Poor,Yes,Injury,Unsuccessful,No,,Western,3,Large,22,Long,Low,Medium,Cold,Moderate,Poor,High,0,66,"8.75,1.63 -> 9.84,-23.56",Flock-Oriented,1
Arctic Tern,North America,Coastal,Windy,Climate,61.7252,-98.7162,48.3834,-110.2668,1663.42,33.44,61.62,1062.25,469.66,26.2,9.68,63.58,1045.6,7.01,Successful,68.96,6,8,7,2,No,1,Medium,Excellent,Yes,Predator,Unsuccessful,No,,Southern,2,Solo,1,Medium,Moderate,Medium,Warm,Low,Low,Moderate,0,2,"61.73,-98.72 -> 48.38,-110.27",Balanced,0
Arctic Tern,South America,Coastal,Windy,Climate,56.6632,101.6214,75.0,93.6952,1875.42,44.4,39.19,1822.34,1462.08,5.69,9.99,70.08,1011.45,21.06,Successful,61.83,7,11,4,3,No,1,Low,Excellent,Yes,Storm,Unsuccessful,No,,Central,1,Solo,1,Medium,Low,Medium,Mild,Low,Excellent,High,0,1,"56.66,101.62 -> 75.0,93.7",Balanced,0
Barn Swallow,North America,Mountain,Windy,Climate,18.6342,52.3494,12.055,91.6173,2361.93,37.25,92.37,1024.03,179.02,14.73,11.7,55.33,1009.26,16.18,Unsuccessful,76.38,5,8,4,2,Yes,47,Medium,Excellent,No,,Successful,Yes,6.693471425584866,Western,2,Large,47,Medium,High,Medium,Mild,Low,Good,Moderate,1,94,"18.63,52.35 -> 12.05,91.62",Flock-Oriented,1
European Stork,Asia,Grassland,Stormy,Shelter,-29.6398,16.7482,-20.5844,30.2908,367.36,5.71,50.9,1682.91,902.36,25.9,18.57,58.72,1028.2,14.49,Unsuccessful,55.68,6,9,3,2,No,1,High,Excellent,Yes,Injury,Unsuccessful,No,,Northern,3,Solo,1,Short,Moderate,Medium,Warm,Moderate,Good,Moderate,0,3,"-29.64,16.75 -> -20.58,30.29",Balanced,0
Osprey,Asia,Grassland,Rainy,Shelter,-31.8883,75.7991,-2.2664,41.2255,3289.83,58.91,59.82,2019.01,1058.79,40.0,9.72,59.67,998.17,8.81,Unsuccessful,72.57,12,2,7,1,No,1,Medium,Fair,Yes,Storm,Unsuccessful,No,,Southern,2,Solo,1,Long,Moderate,Medium,Hot,Low,Low,Moderate,0,2,"-31.89,75.8 -> -2.27,41.23",Balanced,0
European Stork,Europe,Mountain,Windy,Breeding,-41.3555,31.5686,-47.2822,-20.9714,1809.28,45.85,43.31,987.87,513.15,20.75,42.5,62.16,1033.03,10.53,Successful,73.54,9,12,2,2,No,1,High,Excellent,No,,Successful,Yes,3.854070678886141,Eastern,3,Solo,1,Medium,Moderate,Low,Warm,High,Good,Moderate,1,3,"-41.36,31.57 -> -47.28,-20.97",High-Risk,2
Arctic Tern,South America,Wetland,Rainy,Food,2.7422,-166.7559,10.0684,-133.8702,1550.77,30.41,66.96,1206.7,829.6,18.92,8.82,96.44,1017.72,10.0,Successful,84.46,8,12,4,2,Yes,32,Medium,Good,No,,Successful,Yes,4.48213199211621,Eastern,2,Large,32,Medium,Moderate,Medium,Mild,Low,Low,Very High,1,64,"2.74,-166.76 -> 10.07,-133.87",Flock-Oriented,1
Barn Swallow,Europe,Coastal,Clear,Breeding,-31.2957,16.0102,-53.2299,52.6126,1634.9,71.82,20.82,2213.19,1964.32,-0.42,6.95,25.45,1010.28,8.02,Successful,79.39,12,4,5,5,Yes,9,Low,Fair,Yes,Storm,Unsuccessful,No,,Central,1,Medium,9,Medium,Low,Medium,Cold,Low,Low,Low,0,9,"-31.3,16.01 -> -53.23,52.61",High-Risk,2
Sandhill Crane,North America,Mountain,Rainy,Breeding,0.6049,-84.4648,-13.1878,-95.131,486.68,4.21,62.7,1635.88,592.49,21.51,34.51,67.75,989.66,14.23,Successful,71.26,2,5,4,2,Yes,17,Low,Excellent,No,,Successful,Yes,4.696481148502985,Eastern,1,Medium,17,Short,Moderate,Medium,Warm,High,Good,High,1,17,"0.6,-84.46 -> -13.19,-95.13",Balanced,0
Sandhill Crane,Europe,Grassland,Clear,Breeding,-11.3468,91.4209,-8.5982,69.4552,2467.58,48.33,50.83,1638.4,1362.39,17.74,36.38,46.18,1017.01,15.0,Unsuccessful,63.98,11,3,5,1,Yes,14,High,Fair,No,,Successful,Yes,1.656564322546663,Eastern,3,Medium,14,Medium,Moderate,Medium,Mild,High,Good,Moderate,1,42,"-11.35,91.42 -> -8.6,69.46",Balanced,0
European Stork,North America,Forest,Windy,Shelter,-51.0517,56.353,-57.9723,58.2609,1843.99,26.34,104.67,2676.67,1745.18,26.2,31.79,61.52,987.58,5.95,Successful,95.86,3,7,3,6,Yes,9,Low,Good,Yes,Storm,Unsuccessful,No,,Southern,1,Medium,9,Medium,High,High,Warm,High,Low,Moderate,0,9,"-51.05,56.35 -> -57.97,58.26",High-Altitude Fast,3
Ruby-throated Hummingbird,North America,Coastal,Rainy,Breeding,43.6295,31.8076,57.4871,33.8868,886.31,17.19,54.16,1038.73,185.62,23.03,23.77,62.17,1039.26,7.58,Unsuccessful,100.0,4,7,5,2,No,1,High,Good,No,,Successful,Yes,5.194820236646229,Central,3,Solo,1,Short,Moderate,Medium,Warm,Moderate,Low,Moderate,1,3,"43.63,31.81 -> 57.49,33.89",Balanced,0
Osprey,North America,Mountain,Rainy,Climate,63.7999,11.6621,54.8594,21.5015,1880.4,58.2,40.82,920.43,622.83,26.65,6.46,37.54,999.44,15.41,Successful,60.72,8,11,6,2,Yes,7,Medium,Fair,Yes,Injury,Unsuccessful,No,,Western,2,Medium,7,Medium,Moderate,Low,Warm,Low,Good,Moderate,0,14,"63.8,11.66 -> 54.86,21.5",Balanced,0
Sandhill Crane,North America,Forest,Clear,Breeding,-4.2279,-82.512,-8.5945,-45.0605,2025.72,42.28,72.24,1986.17,1660.34,8.25,70.0,46.15,1014.47,20.4,Successful,68.81,2,4,1,2,Yes,36,High,Good,No,,Successful,Yes,6.808654532180067,Western,3,Large,36,Medium,High,Medium,Mild,Very High,Excellent,Moderate,1,108,"-4.23,-82.51 -> -8.59,-45.06",Flock-Oriented,1
Sandhill Crane,Europe,Grassland,Cloudy,Breeding,-15.8015,52.5725,-26.6938,87.197,1106.13,20.72,58.44,3182.89,2639.93,25.17,10.74,66.44,1016.87,11.02,Unsuccessful,35.49,6,9,5,3,Yes,62,Low,Good,Yes,Predator,Unsuccessful,No,,Western,1,Very Large,62,Medium,Moderate,High,Warm,Low,Good,High,0,62,"-15.8,52.57 -> -26.69,87.2",Balanced,0
Osprey,Europe,Wetland,Cloudy,Food,-48.8462,100.0346,-28.5013,130.4196,3026.78,117.08,29.59,2162.91,1326.36,12.63,19.2,63.9,1002.69,18.42,Successful,84.45,5,9,2,4,Yes,57,Medium,Good,No,,Successful,Yes,6.264015452265852,Western,2,Very Large,57,Long,Low,Medium,Mild,Moderate,Good,Moderate,1,114,"-48.85,100.03 -> -28.5,130.42",Flock-Oriented,1
European Stork,Asia,Forest,Rainy,Shelter,-52.7634,-36.5263,-55.9674,-72.0632,1401.39,16.3,85.42,1747.79,1245.27,7.99,19.39,46.93,1042.95,9.8,Successful,76.37,1,4,4,3,Yes,31,Low,Good,Yes,Storm,Unsuccessful,No,,Western,1,Large,31,Medium,High,Medium,Mild,Moderate,Low,Moderate,0,31,"-52.76,-36.53 -> -55.97,-72.06",Balanced,0
Osprey,Europe,Coastal,Rainy,Seasonal,24.3018,-50.6615,13.0177,-32.1983,1287.22,42.92,32.61,1979.33,1192.7,14.93,27.11,62.54,1026.48,3.12,Successful,57.8,3,6,7,2,No,1,Medium,Fair,No,,Successful,Yes,4.835502013230358,Southern,2,Solo,1,Medium,Low,Medium,Mild,Moderate,Poor,Moderate,1,2,"24.3,-50.66 -> 13.02,-32.2",Balanced,0
Bar-headed Goose,North America,Grassland,Cloudy,Food,12.4478,148.9652,-2.877,160.7309,2168.47,49.46,47.86,1526.09,520.87,18.13,20.93,64.06,1008.48,16.41,Unsuccessful,63.84,6,9,4,9,No,1,High,Excellent,Yes,Storm,Unsuccessful,No,,Eastern,3,Solo,1,Medium,Moderate,Medium,Mild,Moderate,Good,Moderate,0,3,"12.45,148.97 -> -2.88,160.73",High-Risk,2
Bar-headed Goose,North America,Wetland,Clear,Seasonal,43.0838,102.4483,23.8234,57.6756,929.71,25.61,60.9,2579.53,1639.1,19.75,14.45,74.36,1002.41,12.14,Successful,99.68,2,5,4,1,Yes,19,Low,Fair,No,,Successful,Yes,8.259852709920139,Northern,1,Medium,19,Short,Moderate,High,Mild,Low,Good,High,1,19,"43.08,102.45 -> 23.82,57.68",Balanced,0
Monarch Butterfly,Asia,Forest,Rainy,Seasonal,13.0684,-148.463,25.7909,-161.5304,1160.89,28.86,57.11,1250.19,610.34,6.51,12.09,62.72,1002.16,12.57,Unsuccessful,72.65,12,3,5,1,Yes,18,High,Fair,No,,Successful,Yes,6.211764326760127,Southern,3,Medium,18,Medium,Moderate,Medium,Mild,Low,Good,Moderate,1,54,"13.07,-148.46 -> 25.79,-161.53",Balanced,0
Monarch Butterfly,Africa,Wetland,Cloudy,Breeding,-30.8317,-75.8919,-31.9913,-58.4937,797.81,13.0,70.79,1579.37,693.66,28.82,12.89,50.09,1035.54,11.24,Successful,93.94,6,7,3,2,Yes,6,Medium,Fair,Yes,Lost Signal,Unsuccessful,No,,Southern,2,Medium,6,Short,High,Medium,Warm,Low,Good,Moderate,0,12,"-30.83,-75.89 -> -31.99,-58.49",Balanced,0
Monarch Butterfly,South America,Coastal,Windy,Seasonal,52.8674,119.7802,75.0,70.238,1362.47,42.02,31.32,2811.17,2552.07,25.26,38.95,74.98,1038.05,4.91,Successful,99.86,9,10,3,1,Yes,12,High,Fair,No,,Successful,Yes,5.675871473713326,Southern,3,Medium,12,Medium,Low,High,Warm,High,Poor,High,1,36,"52.87,119.78 -> 75.0,70.24",Balanced,0
European Stork,South America,Mountain,Windy,Shelter,55.9419,86.4467,46.4023,65.6767,1250.05,28.51,51.75,1876.17,794.59,28.05,28.35,15.0,1005.93,8.68,Successful,100.0,3,4,5,3,No,1,Medium,Good,Yes,Storm,Unsuccessful,No,,Eastern,2,Solo,1,Medium,Moderate,Medium,Warm,Moderate,Low,Low,0,2,"55.94,86.45 -> 46.4,65.68",Balanced,0
European Stork,South America,Wetland,Stormy,Seasonal,42.567,-104.0287,14.9052,-100.7447,1610.94,45.93,40.18,2284.5,1880.16,32.78,10.64,69.82,1021.99,15.72,Successful,69.0,7,11,4,4,No,1,High,Excellent,Yes,Storm,Unsuccessful,No,,Eastern,3,Solo,1,Medium,Moderate,Medium,Warm,Low,Good,High,0,3,"42.57,-104.03 -> 14.91,-100.74",Balanced,0
Arctic Tern,South America,Forest,Cloudy,Seasonal,63.943,-3.6927,60.3656,-18.4206,2627.4,48.99,66.57,1183.47,449.13,13.25,44.54,55.74,1022.74,16.38,Successful,76.3,2,6,8,0,Yes,18,High,Fair,No,,Successful,Yes,4.71175840213437,Eastern,3,Medium,18,Long,Moderate,Medium,Mild,High,Good,Moderate,1,54,"63.94,-3.69 -> 60.37,-18.42",High-Risk,2
Monarch Butterfly,South America,Mountain,Clear,Climate,54.4776,-106.3389,75.0,-68.49,2180.1,42.03,72.22,1361.53,1133.65,30.54,11.49,29.41,1038.92,7.13,Successful,54.55,3,5,6,3,No,1,High,Excellent,No,,Successful,Yes,8.110873831751487,Central,3,Solo,1,Medium,High,Medium,Warm,Low,Low,Low,1,3,"54.48,-106.34 -> 75.0,-68.49",Balanced,0
Monarch Butterfly,Europe,Mountain,Windy,Breeding,3.5441,30.6005,10.0935,56.4829,1610.15,33.07,49.35,1817.17,1203.24,13.48,5.14,39.96,1037.44,13.85,Unsuccessful,85.68,9,10,8,8,Yes,8,Low,Excellent,Yes,Injury,Unsuccessful,No,,Southern,1,Medium,8,Medium,Moderate,Medium,Mild,Low,Good,Moderate,0,8,"3.54,30.6 -> 10.09,56.48",High-Risk,2
Sandhill Crane,Asia,Coastal,Windy,Food,50.2141,-139.9737,48.9671,174.2944,3045.7,56.4,52.87,1908.5,1405.74,20.74,7.32,43.66,1009.53,13.99,Unsuccessful,88.61,5,6,5,4,No,1,Medium,Fair,Yes,Injury,Unsuccessful,No,,Northern,2,Solo,1,Long,Moderate,Medium,Warm,Low,Good,Moderate,0,2,"50.21,-139.97 -> 48.97,174.29",Balanced,0
Monarch Butterfly,Asia,Coastal,Clear,Shelter,36.3999,-80.3847,27.0313,-110.5416,1065.02,28.1,45.89,1589.92,929.48,25.52,1.33,65.01,1033.01,1.87,Unsuccessful,79.72,12,2,2,3,Yes,7,High,Good,No,,Successful,Yes,6.784522052126569,Western,3,Medium,7,Medium,Moderate,Medium,Warm,Low,Poor,High,1,21,"36.4,-80.38 -> 27.03,-110.54",Balanced,0
European Stork,Africa,Mountain,Stormy,Shelter,6.609,-141.5603,0.9342,-101.5965,1969.38,49.23,35.85,867.31,332.04,17.77,23.8,61.52,1031.37,13.65,Successful,82.41,12,3,3,1,Yes,4,Medium,Excellent,Yes,Predator,Unsuccessful,No,,Southern,2,Small,4,Medium,Low,Low,Mild,Moderate,Good,Moderate,0,8,"6.61,-141.56 -> 0.93,-101.6",Balanced,0
Arctic Tern,South America,Forest,Cloudy,Breeding,-3.6856,144.2502,18.0229,164.2127,2481.32,48.81,66.31,2019.35,1765.97,25.14,24.86,53.84,1013.89,9.33,Successful,88.04,2,4,1,0,No,1,Medium,Good,No,,Successful,Yes,3.290967650974606,Central,2,Solo,1,Medium,Moderate,Medium,Warm,Moderate,Low,Moderate,1,2,"-3.69,144.25 -> 18.02,164.21",Balanced,0
Barn Swallow,Europe,Mountain,Clear,Shelter,32.1038,-108.8196,17.1578,150.2537,4247.87,109.62,37.76,1871.28,982.69,10.8,35.56,63.61,1002.62,14.28,Successful,73.34,8,11,3,3,No,1,Medium,Excellent,No,,Successful,Yes,5.596572453734576,Western,2,Solo,1,Long,Low,Medium,Mild,High,Good,Moderate,1,2,"32.1,-108.82 -> 17.16,150.25",Balanced,0
Bar-headed Goose,South America,Mountain,Windy,Food,-46.1182,7.3891,-45.4928,57.2918,1625.59,32.38,54.77,2468.98,1840.03,18.58,11.45,76.31,990.16,13.35,Successful,67.33,10,11,5,2,No,1,Medium,Fair,No,,Successful,Yes,5.327070991378089,Southern,2,Solo,1,Medium,Moderate,Medium,Mild,Low,Good,High,1,2,"-46.12,7.39 -> -45.49,57.29",Balanced,0
European Stork,North America,Forest,Windy,Breeding,29.6708,-108.8424,32.3905,-108.3165,1212.0,12.26,66.17,695.58,181.07,23.73,28.54,77.5,1048.73,9.7,Successful,96.01,4,7,4,1,Yes,12,Medium,Good,No,,Successful,Yes,5.721288038440725,Eastern,2,Medium,12,Medium,Moderate,Low,Warm,Moderate,Low,High,1,24,"29.67,-108.84 -> 32.39,-108.32",Balanced,0
Bar-headed Goose,South America,Wetland,Windy,Food,-2.5297,-126.4903,-2.2771,-127.7937,1512.78,51.51,28.15,1076.34,668.6,20.88,20.59,63.28,1025.13,8.87,Unsuccessful,71.55,11,1,5,1,No,1,Medium,Good,No,,Successful,Yes,4.211744850901498,Central,2,Solo,1,Medium,Low,Medium,Warm,Moderate,Low,Moderate,1,2,"-2.53,-126.49 -> -2.28,-127.79",Balanced,0
European Stork,South America,Grassland,Clear,Breeding,-7.2614,-168.7136,-12.7626,160.3102,1555.47,32.67,57.98,1331.49,691.32,5.78,15.19,72.52,1035.37,18.35,Unsuccessful,100.0,9,1,4,4,No,1,Medium,Excellent,No,,Successful,Yes,2.8991741157379054,Central,2,Solo,1,Medium,Moderate,Medium,Mild,Moderate,Good,High,1,2,"-7.26,-168.71 -> -12.76,160.31",Balanced,0
Ruby-throated Hummingbird,Europe,Coastal,Cloudy,Breeding,3.7731,-142.0935,-22.2792,-97.8888,1035.95,25.09,35.92,361.89,50.0,12.97,29.62,82.67,986.55,5.61,Unsuccessful,93.5,4,8,3,2,Yes,32,Medium,Fair,No,,Successful,Yes,7.755894511210698,Southern,2,Large,32,Medium,Low,Low,Mild,Moderate,Low,Very High,1,64,"3.77,-142.09 -> -22.28,-97.89",Flock-Oriented,1
Barn Swallow,North America,Mountain,Windy,Climate,61.853,9.9959,65.7965,28.2016,1516.1,24.2,61.83,2124.2,1494.58,14.13,20.77,32.98,1012.35,7.37,Successful,90.76,2,4,5,8,Yes,25,Medium,Excellent,Yes,Injury,Unsuccessful,No,,Northern,2,Large,25,Medium,Moderate,Medium,Mild,Moderate,Low,Low,0,50,"61.85,10.0 -> 65.8,28.2",Flock-Oriented,1
Bar-headed Goose,Asia,Wetland,Rainy,Climate,67.2875,8.8983,62.4016,4.1606,3977.57,82.86,56.26,1395.31,661.49,21.25,16.49,58.32,1021.67,8.47,Successful,76.25,6,10,5,2,No,1,Low,Good,Yes,Injury,Unsuccessful,No,,Northern,1,Solo,1,Long,Moderate,Medium,Warm,Moderate,Low,Moderate,0,1,"67.29,8.9 -> 62.4,4.16",Balanced,0
Barn Swallow,Africa,Forest,Cloudy,Food,66.9856,-83.3943,75.0,-179.3254,596.14,18.98,42.26,1423.97,851.15,33.7,38.14,77.39,1014.3,13.32,Successful,68.8,5,9,5,1,Yes,49,Low,Good,Yes,Predator,Unsuccessful,No,,Central,1,Large,49,Short,Moderate,Medium,Warm,High,Good,High,0,49,"66.99,-83.39 -> 75.0,-179.33",Balanced,0
Bar-headed Goose,Africa,Coastal,Cloudy,Food,25.7556,147.305,22.7288,130.2311,395.79,6.36,60.31,1790.01,1343.95,5.68,22.01,89.65,1007.26,12.2,Successful,83.06,7,8,1,2,Yes,16,Medium,Good,No,,Successful,Yes,3.2884010083691964,Western,2,Medium,16,Short,Moderate,Medium,Mild,Moderate,Good,Very High,1,32,"25.76,147.31 -> 22.73,130.23",Balanced,0
Osprey,North America,Wetland,Clear,Shelter,46.0263,-20.3638,45.1171,-58.4744,651.31,3.87,64.36,1010.37,685.15,9.41,21.8,50.78,1020.58,10.24,Successful,70.1,3,6,9,2,Yes,50,High,Excellent,No,,Successful,Yes,5.924118717724559,Western,3,Large,50,Short,Moderate,Medium,Mild,Moderate,Good,Moderate,1,150,"46.03,-20.36 -> 45.12,-58.47",Flock-Oriented,1
Arctic Tern,North America,Coastal,Rainy,Climate,-34.1682,104.3766,-31.3095,90.6789,898.21,36.54,33.17,1524.3,1048.09,32.16,10.42,27.29,996.74,8.68,Unsuccessful,73.4,4,7,4,2,Yes,26,Low,Fair,Yes,Predator,Unsuccessful,No,,Western,1,Large,26,Short,Low,Medium,Warm,Low,Low,Low,0,26,"-34.17,104.38 -> -31.31,90.68",Balanced,0
Bar-headed Goose,Africa,Forest,Windy,Shelter,11.1113,3.2698,19.6733,-27.723,778.58,25.85,57.07,2349.37,1249.98,26.45,36.64,56.89,1015.47,14.52,Successful,34.59,11,1,3,4,Yes,11,High,Excellent,No,,Successful,Yes,3.3582893544959838,Western,3,Medium,11,Short,Moderate,Medium,Warm,High,Good,Moderate,1,33,"11.11,3.27 -> 19.67,-27.72",Balanced,0
Arctic Tern,Africa,Wetland,Clear,Food,-16.0644,-87.1402,-48.4319,-59.1384,962.04,11.29,42.55,679.97,50.0,19.7,28.56,46.5,1007.81,20.26,Successful,100.0,11,3,3,4,Yes,17,Medium,Good,No,,Successful,Yes,4.014779476067838,Eastern,2,Medium,17,Short,Moderate,Low,Mild,Moderate,Excellent,Moderate,1,34,"-16.06,-87.14 -> -48.43,-59.14",Balanced,0
Sandhill Crane,Europe,Forest,Clear,Breeding,-33.5749,-115.8817,-27.9388,-61.6813,849.92,6.08,68.21,1227.03,473.98,21.87,14.88,43.59,1050.0,18.68,Successful,85.82,9,12,4,0,No,1,High,Excellent,No,,Successful,Yes,4.772639273437648,Southern,3,Solo,1,Short,Moderate,Medium,Warm,Low,Good,Moderate,1,3,"-33.57,-115.88 -> -27.94,-61.68",Balanced,0
Osprey,South America,Coastal,Cloudy,Food,32.9904,-110.4317,2.479,-113.0058,1921.99,135.26,15.0,2026.49,1249.23,23.72,10.53,52.17,1003.58,5.85,Unsuccessful,73.8,5,9,4,1,Yes,55,Medium,Good,Yes,Lost Signal,Unsuccessful,No,,Southern,2,Very Large,55,Medium,Low,Medium,Warm,Low,Low,Moderate,0,110,"32.99,-110.43 -> 2.48,-113.01",Flock-Oriented,1
Barn Swallow,Europe,Mountain,Rainy,Shelter,-53.8646,59.4787,-60.498,18.9713,892.2,12.15,62.82,2944.82,2303.11,19.79,14.58,38.44,1029.25,12.09,Unsuccessful,79.43,6,7,3,5,Yes,16,Medium,Good,No,,Successful,Yes,6.053708507127294,Southern,2,Medium,16,Short,Moderate,High,Mild,Low,Good,Moderate,1,32,"-53.86,59.48 -> -60.5,18.97",High-Risk,2
Barn Swallow,Europe,Wetland,Cloudy,Food,53.182,84.5952,64.7336,72.1023,794.9,32.95,31.55,2340.26,1351.92,18.89,20.74,46.74,1007.12,8.67,Successful,66.99,4,8,2,2,Yes,8,Medium,Good,No,,Successful,Yes,6.034763062362358,Western,2,Medium,8,Short,Low,Medium,Mild,Moderate,Low,Moderate,1,16,"53.18,84.6 -> 64.73,72.1",Balanced,0
Arctic Tern,Africa,Grassland,Clear,Shelter,69.0181,-113.1683,75.0,-128.6067,511.54,9.64,46.72,1848.03,1447.47,30.16,24.54,69.59,1012.99,13.34,Successful,48.73,5,9,4,2,Yes,30,High,Good,No,,Successful,Yes,4.111556104910431,Northern,3,Large,30,Short,Moderate,Medium,Warm,Moderate,Good,High,1,90,"69.02,-113.17 -> 75.0,-128.61",Flock-Oriented,1
European Stork,Europe,Forest,Stormy,Food,-14.9485,165.9462,-32.8148,-138.9349,2592.77,42.69,79.66,2877.66,2568.67,3.38,45.9,27.35,996.94,15.38,Unsuccessful,89.15,7,11,6,4,Yes,28,Low,Excellent,Yes,Predator,Unsuccessful,No,,Northern,1,Large,28,Long,High,High,Cold,High,Good,Low,0,28,"-14.95,165.95 -> -32.81,-138.93",High-Altitude Fast,3
Ruby-throated Hummingbird,North America,Coastal,Clear,Seasonal,-38.4315,140.8575,-53.382,142.336,3133.8,105.42,28.07,1216.57,596.74,29.2,20.96,44.86,1024.8,16.58,Successful,91.22,11,1,2,1,Yes,68,Low,Excellent,No,,Successful,Yes,5.32103696554935,Western,1,Very Large,68,Long,Low,Medium,Warm,Moderate,Good,Moderate,1,68,"-38.43,140.86 -> -53.38,142.34",Balanced,0
Monarch Butterfly,Asia,Coastal,Rainy,Climate,43.774,-87.4198,13.4634,-36.6484,1725.29,29.6,59.05,2464.29,2127.28,6.58,46.94,74.13,998.41,20.41,Unsuccessful,100.0,10,2,3,0,No,1,High,Excellent,No,,Successful,Yes,4.42324801976511,Western,3,Solo,1,Medium,Moderate,Medium,Mild,High,Excellent,High,1,3,"43.77,-87.42 -> 13.46,-36.65",High-Risk,2
Sandhill Crane,Asia,Mountain,Rainy,Shelter,45.1004,-63.2548,32.0776,-112.82,1608.74,44.67,36.3,2133.4,1097.95,31.21,13.21,53.09,978.24,14.56,Successful,74.89,3,4,3,3,Yes,11,Low,Excellent,Yes,Food Shortage,Unsuccessful,No,,Northern,1,Medium,11,Medium,Low,Medium,Warm,Low,Good,Moderate,0,11,"45.1,-63.25 -> 32.08,-112.82",Balanced,0
Bar-headed Goose,South America,Forest,Cloudy,Food,42.7251,160.3602,75.0,160.4672,2154.5,33.35,79.21,2400.67,1323.74,16.82,44.89,70.02,1031.54,12.08,Successful,76.02,12,1,3,0,No,1,High,Poor,No,,Successful,Yes,5.918601983547459,Northern,3,Solo,1,Medium,High,Medium,Mild,High,Good,High,1,3,"42.73,160.36 -> 75.0,160.47",High-Altitude Fast,3
Bar-headed Goose,North America,Forest,Rainy,Breeding,33.2061,169.184,4.6078,132.7787,2346.89,40.08,61.72,3134.85,2390.29,15.81,14.67,39.51,1002.29,3.75,Unsuccessful,98.07,1,4,7,6,Yes,18,Low,Excellent,Yes,Storm,Unsuccessful,No,,Southern,1,Medium,18,Medium,Moderate,High,Mild,Low,Poor,Moderate,0,18,"33.21,169.18 -> 4.61,132.78",High-Risk,2
European Stork,North America,Forest,Stormy,Seasonal,43.6427,-30.2698,-12.3356,-34.6698,794.74,8.16,102.54,1357.42,745.87,6.99,2.78,56.17,1039.58,14.83,Successful,96.82,1,5,0,1,No,1,Low,Good,Yes,Injury,Unsuccessful,No,,Northern,1,Solo,1,Short,High,Medium,Mild,Low,Good,Moderate,0,1,"43.64,-30.27 -> -12.34,-34.67",Balanced,0
Barn Swallow,Africa,Coastal,Rainy,Shelter,52.8638,114.8594,68.7389,132.4441,1308.41,22.48,57.67,1580.11,497.48,26.09,7.66,46.15,1005.85,15.12,Successful,96.31,11,12,4,3,No,1,Medium,Excellent,Yes,Storm,Unsuccessful,No,,Southern,2,Solo,1,Medium,Moderate,Medium,Warm,Low,Good,Moderate,0,2,"52.86,114.86 -> 68.74,132.44",Balanced,0
Sandhill Crane,Europe,Grassland,Rainy,Climate,-50.6994,143.0588,-35.2366,90.3437,2570.56,26.6,71.01,1723.23,1431.78,21.79,6.73,64.12,1005.09,20.74,Unsuccessful,63.72,4,6,0,4,No,1,High,Excellent,No,,Successful,Yes,6.072961284398393,Central,3,Solo,1,Long,High,Medium,Warm,Low,Excellent,Moderate,1,3,"-50.7,143.06 -> -35.24,90.34",Balanced,0
